age,attendance_rate,previous_scores,study_hours_week_log,sleep_hours_sqrt,gender_Female,gender_M,gender_Male,parental_education_Doctorate,parental_education_High_School,parental_education_Master,extracurricular_Yes,tutoring_Yes,internet_quality_Good,internet_quality_Poor,family_income_Low,family_income_Medium,health_status_Good,health_status_Poor,study_sleep_ratio,engagement
-0.2558671973958386,0.8998356275946446,0.3251822669509597,0.5157386332931357,0.5281891211000264,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.2342137782313551,0.9899802014886112
-0.2558671973958386,-1.541675407825276,-2.460684779507152,-2.9839907035662483,0.32243164831099,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-2.783722817415934,-2.691132291112522
-0.6915565355654395,0.0214084729930639,-2.203094897200614,0.1617564223965174,0.0578758845140685,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0911955706129113,0.1435944805518857
0.6155114789433632,0.5735411956229547,-0.3112162658063708,-0.1167655907259101,-0.2293343802008761,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.0601936137486897,0.2214194618451529
1.486890155282565,-1.169803340911508,-1.3599750723401365,-1.6320808683505252,-1.0182278859217198,0,0,0,0,0,0,0,1,1,0,0,1,0,0,-1.2726222511958412,-1.737298109455412
0.1798221407737623,1.3607912537133826,0.3078653000732096,-0.518781516297293,1.7680035081094574,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.9822060521396676,0.257446078452422
0.6155114789433632,-0.7202421235282892,0.5589613198005919,0.7158121832731035,-0.2860763919193599,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.7379648219406485,0.1042662264367707
-0.2558671973958386,0.7579234460704499,1.554686915271246,0.7384406123708044,0.0472945691072065,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0.6174844787101684,1.102867537485147
-1.1272458737350404,0.3591191403272714,-0.1153180780018187,0.6023967625259106,1.366222290954442,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0.0216730594951258,0.7209438035471015
1.051200817112964,-2.3610369814430774,1.671576441696062,0.8143467875891542,-0.1487899125141528,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.7697339723056819,-0.9319670304329574
0.6155114789433632,0.5372862587372104,-0.4811390032942976,0.248233044662713,0.3608164860790195,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0599776979878121,0.5235659942327541
1.486890155282565,-1.8959379339659688,0.0006004120406911,-0.6746551441463442,0.8631783186809974,0,0,0,0,1,0,0,0,1,0,0,1,0,1,-0.8880625130597048,-1.4549997931786265
-1.1272458737350404,0.988919186799614,1.184536748259329,-0.5938143663242403,0.0472945691072065,0,0,0,0,0,1,0,1,1,0,0,0,0,0,-0.5894356136253646,0.0012204107555499
-1.1272458737350404,-1.9725912290958263,1.0773880157032467,1.0411304193979751,0.7525778681575209,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0.6020819525829,-0.5447664254038836
1.486890155282565,-0.376338150783523,-0.5222667996289554,-0.1709018617949142,0.3454781598860292,0,0,0,0,0,0,1,0,1,0,1,0,0,0,-0.3043796873637829,-0.3440799481530244
-1.1272458737350404,0.2451750529720784,-1.3989382478150747,0.6929059084071935,1.457405129425655,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0.0654322456901419,0.7236613319299389
0.1798221407737623,-0.0821552343392054,1.1769605752503125,0.1617564223965174,0.0472945691072065,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0.0950531521678887,0.0826369318847875
0.1798221407737623,-0.2364976799385133,-1.0829036022961278,-0.0603174696969074,-1.0619474590839937,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.3212785880474112,-0.1815718838623128
0.1798221407737623,0.688521138317741,-1.4216667668421223,0.6237788349086185,0.2220156316211609,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.4443480177524092,0.9532551990741808
1.486890155282565,1.156727751813627,-0.0189924497443315,-0.7287332897649529,0.0472945691072065,0,0,0,0,0,1,0,0,0,0,0,1,1,0,-0.7116617356071905,-0.0468111880794398
0.1798221407737623,0.5497165228123229,1.3598710378965515,0.630410784278186,-1.3735529514105436,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1.1767000788139883,0.8689682624829063
-0.2558671973958386,-0.832114500204298,-0.595863908859395,1.3793144647596445,-1.4370947189767214,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1.9939329590198736,0.4961387154858369
0.1798221407737623,0.6336208053193293,-1.0363642538121731,0.1617564223965174,0.558359709333422,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0832247156208985,0.503942366927209
-0.6915565355654395,0.0214084729930639,0.218033534394879,0.5834842794088718,0.0893282172758818,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0.4603825340959071,0.4871510027939835
1.051200817112964,0.1208724122209578,0.1108848018387975,1.1150754285277518,0.5281891211000264,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0.7545986378361587,0.9912462272609196
1.486890155282565,-0.4188082197068228,-0.3858956854666703,-0.2819677442373382,0.4979392405031051,0,1,0,1,0,0,1,0,0,1,0,1,0,1,-0.4492523848780825,-0.4512518315664953
-1.5629352119046414,1.184695845982629,1.3858464882131785,0.1617564223965174,0.0657473624690679,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0.0883306695416667,0.8283048726328054
1.051200817112964,0.6812701509405915,0.7732587849127548,0.7804484954338401,-0.8624012573279324,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1.067258085869849,1.089798370833163
-0.6915565355654395,0.0369681297139514,-0.3664140977292011,-1.709350406647493,0.7229079131855929,0,0,0,0,0,1,1,0,1,0,1,0,0,0,-1.735060368771835,-1.3753627305848457
